| BỘ TÀI CHÍNH   | CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc  |

|----------------|-----------------------------------------------------------------|

| Số: 149/QĐ-BTC | Hà Nội,ngày 24 tháng 01 năm 2017                                |

BỘ TÀI CHÍNH -------

CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------

Số: 149/QĐ-BTC

Hà Nội,ngày 24 tháng 01 năm 2017

QUYẾT ĐỊNH

SỬA ĐỔI, BỔ SUNG DANH MỤC BẢNG GIÁ TÍNH LỆ PHÍ TRƯỚC BẠ Ô TÔ, XE MÁY BAN HÀNH KÈM THEO THÔNG TƯ SỐ 304/2016/TT-BTC NGÀY 15/11/2016 CỦA BỘ TRƯỞNG BỘ TÀI CHÍNH

BỘ TRƯỞNG BỘ TÀI CHÍNH

Căn cứ Nghị định số 140/2016/NĐ-CP ngày 10/10/2016 của Chính phủ quy định về lệ phí trước bạ;

Căn cứ Nghị định số 215/2013/NĐ-CP ngày 23/12/2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính;

Căn cứ Thông tư số 301/2016/TT-BTC ngày 15/11/2016 của Bộ trưởng Bộ Tài chính hướng dẫn về lệ phí trước bạ;

Căn cứ Thông tư số 304/2016/TT-BTC ngày 15/11/2016 của Bộ trưởng Bộ Tài chính ban hành Bảng giá tính lệ phí trước bạ đối với ô tô, xe máy;

Xét đề nghị của Tổng cục trưởng Tổng cục Thuế,

QUYẾT ĐỊNH:

Điều 1. Sửa đổi, bổ sung Danh mục Bảng giá tính lệ phí trước bạ ô tô, xe máy ban hành kèm theo Thông tư số 304/2016/TT-BTC ngày 15/11/2016 của Bộ trưởng Bộ Tài chính tại Phụ lục số I, Phụ lục số II và Phụ lục số III (đính kèm).

Điều 2. Quyết định này có hiệu lực kể từ ngày ký.

Điều 3. Cục Thuế các tỉnh, thành phố trực thuộc Trung ương, các Chi cục thuế quận, huyện, thị xã trực thuộc Cục Thuế và các tổ chức, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này./.

| Nơi nhận: - Văn phòng Trung ương và các Ban của Đảng; - Văn phòng Quốc hội; - Văn phòng Chủ tịch nước; - Văn phòng Tổng Bí thư; - Viện Kiểm sát nhân dân tối cao; - Văn phòng BCĐ phòng chống tham nhũng Trung ương; - Tòa án nhân dân tối cao; - Kiểm toán nhà nước; - Các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ; - Cơ quan Trung ương của các đoàn thể; - Hội đồng nhân dân, Ủy ban nhân dân, Sở Tài chính, Cục Thuế, Kho bạc nhà nước các tỉnh, thành phố trực thuộc Trung ương; - Công báo; - Cục Kiểm tra văn bản (Bộ Tư pháp); - Website (Bộ Tài chính; Tổng cục Thuế); - Các đơn vị thuộc Bộ Tài chính; - Lưu: VT, TCT (VT, CS). | KT. BỘ TRƯỞNG THỨ TRƯỞNG Đỗ Hoàng Anh Tuấn |

|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------------|

Nơi nhận: - Văn phòng Trung ương và các Ban của Đảng; - Văn phòng Quốc hội; - Văn phòng Chủ tịch nước; - Văn phòng Tổng Bí thư; - Viện Kiểm sát nhân dân tối cao; - Văn phòng BCĐ phòng chống tham nhũng Trung ương; - Tòa án nhân dân tối cao; - Kiểm toán nhà nước; - Các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ; - Cơ quan Trung ương của các đoàn thể; - Hội đồng nhân dân, Ủy ban nhân dân, Sở Tài chính, Cục Thuế, Kho bạc nhà nước các tỉnh, thành phố trực thuộc Trung ương; - Công báo; - Cục Kiểm tra văn bản (Bộ Tư pháp); - Website (Bộ Tài chính; Tổng cục Thuế); - Các đơn vị thuộc Bộ Tài chính; - Lưu: VT, TCT (VT, CS).

KT. BỘ TRƯỞNG THỨ TRƯỞNG Đỗ Hoàng Anh Tuấn

PHỤ LỤC I

BỔ SUNG GIÁ TÍNH LỆ PHÍ TRƯỚC BẠ Ô TÔ, XE MÁY (Kèm theo Quyết định số 149/QĐ-BTC ngày 24 tháng 01 năm 2017 của Bộ trưởng Bộ Tài chính)

I. Ô tô 9 chỗ ngồi trở xuống nhập khẩu.

| STT | Nhãn Hiệu       | Số loại/Tên thương mại         | Thể tích làm việc (lít) | Số chỗ ngồi | Giá tính LPTB (đơn vị VNĐ) |
| 48  | HYUNDAI         | GENESIS                        | 3.3                     | 5           | 2,450,000,000              |

| 49  | HYUNDAI         | GRAND 110 (số sàn)             | 1.0                     | 5           | 340,000,000                |

| 50  | HYUNDAI         | GRAND 110 (số sàn)             | 1.2                     | 5           | 367,000,000                |

| 51  | ISUZU           | MU-X                           | 3.0                     | 7           | 960,300,000                |

| 52  | ISUZU           | D-MAX LS 4X2 MT-C              | 2.5                     | 5           | 660.000.000                |

| 53  | ISUZU           | D-MAX LS 4X2 MT-T              | 2.5                     | 5           | 660.000.000                |

| 54  | ISUZU           | D-MAX LS 4X4 MT-C              | 2.5                     | 5           | 710.000.000                |

| 55  | ISUZU           | D-MAX LS 4X4 MT-T              | 2.5                     | 5           | 710.000.000                |

| 56  | ISUZU           | D-MAX LS 4X2 AT-C              | 2.5                     | 5           | 700.000.000                |

| 57  | ISUZU           | D-MAX LS 4X2 AT-T              | 2.5                     | 5           | 700.000.000                |

| 58  | ISUZU           | D-MAX LS 4X4 AT-C              | 2.5                     | 5           | 750.000.000                |

| 59  | ISUZU           | D-MAX LS 4X4 AT-T              | 2.5                     | 5           | 750.000.000                |

| 60  | ISUZU           | D-MAX LS-C                     | 3.0                     | 5           | 790.000.000                |

| 61  | ISUZU           | D-MAX LS-T                     | 3.0                     | 5           | 790.000.000                |

| 62  | ISUZU           | D-MAX LS 4X2 AT-C1             | 2.5                     | 5           | 730.000.000                |

| 63  | ISUZU           | D-MAX LS 4X2 AT-T1             | 2.5                     | 5           | 730.000.000                |

| 64  | ISUZU           | D-MAX LS 4X4 AT-C1             | 2.5                     | 5           | 780.000.000                |

| 65  | ISUZU           | D-MAX LS 4X4 AT-T1             | 2.5                     | 5           | 780.000.000                |

| 66  | LEXUS           | GS200t ARL10L-BEZQT            | 2.0                     | 5           | 3,130,000,000              |

| 67  | LEXUS           | RX350 AWD GGL25L-AWZGB         | 3.5                     | 5           | 3,910,000,000              |

| 68  | MERCEDES - BENZ | A250                           | 2.0                     | 5           | 1,699,000,000              |

| 69  | MERCEDES - BENZ | C300 COUPE                     | 2.0                     | 4           | 2,699,000,000              |

| 70  | MERCEDES - BENZ | CLA250 COUPE                   | 2.0                     | 5           | 1,869,000,000              |

| 71  | MERCEDES - BENZ | CLS500 4MATIC                  | 4.7                     | 4           | 6,619,000,000              |

| 72  | MERCEDES - BENZ | E300                           | 2.0                     | 5           | 3,049,000,000              |

| 73  | MERCEDES - BENZ | GLE400 4MATIC Exclusive        | 3.0                     | 5           | 3,929,000,000              |

| 74  | MERCEDES - BENZ | GLS350 d 4MATIC                | 3.0                     | 7           | 4,029,000,000              |

| 75  | MERCEDES - BENZ | Ô TÔ NHÀ Ở LƯU ĐỘNG            | 3.0                     | 4           | 5,296,000,000              |

| 76  | MERCEDES - BENZ | S500                           | 4.7                     | 4           | 9,149,000,000              |

| 77  | MERCEDES - BENZ | S500                           | 4.7                     | 5           | 9,149,000,000              |

| 78  | MERCEDES - BENZ | S500 4MATIC                    | 4.7                     | 4           | 9,149,000,000              |

| 79  | MERCEDES - BENZ | S500 4MATIC                    | 4.7                     | 5           | 9,149,000,000              |

| 80  | MERCEDES - BENZ | S500 Cabriolet                 | 4.7                     | 4           | 10,799,000,000             |

| 81  | MERCEDES - BENZ | S600 MAYBACH                   | 6.0                     | 4           | 14,169,000,000             |

| 82  | MERCEDES - BENZ | S600 MAYBACH                   | 6.0                     | 5           | 14,169,000,000             |

| 83  | MERCEDES - BENZ | S65 AMG                        | 6.0                     | 5           | 18,179,000,000             |

| 84  | MERCEDES - BENZ | V 250 AVANTGARDE               | 2.0                     | 7           | 2,569,000,000              |

| 85  | MERCEDES - BENZ | V 250 AVANTGARDE               | 2.0                     | 8           | 2,569,000,000              |

| 86  | MITSUBISHI      | ATTRAGE A13ASNHHL              | 1.2                     | 5           | 451,500,000                |

| 87  | MITSUBISHI      | ATTRAGE GLS A13ASNHHL          | 1.2                     | 5           | 451,500,000                |

| 88  | MITSUBISHI      | ATTRAGE GLS A13ASTHHL          | 1.2                     | 5           | 505,000,000                |

| 89  | MITSUBISHI      | OUTLANDER                      | 2.4                     | 7           | 1,275,000,000              |

| 90  | MITSUBISHI      | OUTLANDER-L                    | 2.0                     | 5           | 950,000,000                |

| 91  | MITSUBISHI      | PAJERO SPORT GLS KR5WGUPML     | 3.0                     | 7           | 1,329,000,000              |

| 92  | MITSUBISHI      | PAJERO SPORT GLS KS5WGUPML     | 3.0                     | 7           | 1,488,000,000              |

| 93  | MITSUBISHI      | PAJERO V93WLYXVUL              | 3.0                     | 7           | 2,120,000,000              |

| 94  | MITSUBISHI      | TRITON GLS KK1TJYHFPL          | 2.4                     | 5           | 601,000,000                |

| 95  | MITSUBISHI      | TRITON GLS KL1TJYHFPL          | 2.4                     | 5           | 766,000,000                |

| 96  | MITSUBISHI      | TRITON GLS KL3TJNHFPL          | 2.5                     | 5           | 621,000,000                |

| 97  | MITSUBISHI      | TRITON GLX KK3TJNUFL           | 2.5                     | 5           | 550,000,000                |

| 98  | MITSUBISHI      | TRITON GLX KK3TJYUFPL          | 2.5                     | 5           | 601,000,000                |

| 99  | NISSAN          | NAVARA E CVL4LZLD23IYPB        | 2.5                     | 5           | 625,000,000                |

| 100 | NISSAN          | NAVARA EL CVL4LNYD23IYPB       | 2.5                     | 5           | 649,000,000                |

| 101 | NISSAN          | NAVARA SL CVL2LSLD23F4PB       | 2.5                     | 5           | 725,000,000                |

| 102 | NISSAN          | NAVARA VL CVL2LHYD23PYNB       | 2.5                     | 5           | 795,000,000                |

| 103 | NISSAN          | NP300 NAVARA E CVL2LHYD23FYNA  | 2.5                     | 5           | 625,000,000                |

| 104 | NISSAN          | NP300 NAVARA EL CVL2LSLD23F4PA | 2.5                     | 5           | 649,000,000                |

| 105 | NISSAN          | NP300 NAVARA SL CVL4LNYD23IYPA | 2.5                     | 5           | 725,000,000                |

| 106 | NISSAN          | NP300 NAVARA VL CVL4LZLD23IYPA | 2.5                     | 5           | 795,000,000                |

| 107 | PEUGEOT         | 2008 16G AT                    | 1.6                     | 5           | 1,110,000,000              |

| 108 | PEUGEOT         | 208 16G AT HB                  | 1.6                     | 5           | 835,000,000                |

| 109 | PEUGEOT         | 308 ALLURE 16G AT              | 1.6                     | 5           | 1,280,000,000              |

| 110 | PEUGEOT         | 308 GT Line 16G AT             | 1.6                     | 5           | 1,355,000,000              |

| 111 | PEUGEOT         | 508 16G AT                     | 1.6                     | 5           | 1,365,000,000              |

| 112 | RENAULT         | DUSTER                         | 2.0                     | 5           | 752,000,000                |

| 113 | RENAULT         | TALISMAN                       | 1.6                     | 5           | 1,495,600,000              |

| 114 | SSANGYONG       | TIVOLI                         | 1.6                     | 5           | 561,000,000                |

| 115 | SUBARU          | FORESTER 2.0i-L AWD            | 2.0                     | 5           | 1,323,000,000              |

| 116 | SUBARU          | FORESTER 2.0-XT AWD            | 2.0                     | 5           | 1,533,000,000              |

| 117 | SUBARU          | LEVORG 1.6GT-S AWD             | 1.6                     | 5           | 1,397,500,000              |

| 118 | SUBARU          | OUTBACK 2.5i-S AWD             | 2.5                     | 5           | 1,632,000,000              |

| 119 | SUZUKI          | VITARA YD21S                   | 1.6                     | 5           | 747,840,000                |

| 120 | SUZUKI          | CIAZ(VC41S)                    | 1.4                     | 5           | 560,000,000                |

| 121 | TOYOTA          | FORTUNER GUN165L-SDFLHU        | 2.4                     | 7           | 981,000,000                |

| 122 | TOYOTA          | FORTUNER TGN156L-SDTMKU        | 2.7                     | 7           | 1,308,000,000              |

| 123 | TOYOTA          | FORTUNER TGN166L-SDTSKU        | 2.7                     | 7           | 1,149,000,000              |

| 124 | TOYOTA          | HILUX E GUN135L-DTFSHU         | 2.4                     | 5           | 697,000,000                |

| 125 | TOYOTA          | HILUX G GUN126L-DTFMHU         | 2.8                     | 5           | 806,000,000                |

| 126 | TOYOTA          | HILUX G GUN126L-DTTHHU         | 2.8                     | 5           | 870,000,000                |

| 127 | MASERATI        | LEVANT MI56                    | 3.0                     | 5           | 5,500,000,000              |

| 128 | MAZDA           | BT-50 UL7B                     | 2.2                     | 5           | 645,000,000                |

STT

Nhãn Hiệu

Số loại/Tên thương mại

Thể tích làm việc (lít)

Số chỗ ngồi

Giá tính LPTB (đơn vị VNĐ)

1

BMW

X1 SDRIVER 18i

1.5

5

1,546,000,000

2

CHEVROLET

SPARK

1.0

2

285,000,000

3

CHEVROLET

TRAX LT

1.4

5

759.000.000

4

DAEWOO

DAMAS

0.8

2

188,000,000

5

FORD

EVEREST TITANIUM ZAAE9HD

3.2

7

1,936,000,000

6

FORD

EVEREST TITANIUM ZFAE9BC0005

2.2

7

1,329,000,000

7

FORD

EVEREST TITANTUM ZAAE9FC

2.2

7

1,329,000,000

8

FORD

EVEREST TITANIUM ZFAE9BC

2.2

7

1,329,000,000

9

FORD

EVEREST ZAAJ9FC

2.2

7

1,249,000,000

10

FORD

EVEREST ZAAJ9FC0003

2.2

7

1,249,000,000

11

FORD

EVEREST ZFAJ9BC

2.2

7

1,249,000,000

12

FORD

EVEREST ZFAJ9BC0002

2.2

7

1,249,000,000

13

FORD

EXPLORER LIMITED AWD K8F

2.3

7

2,180,000,000

14

FORD

FORD EVEREST

2.2

5

1,159,400,000

15

FORD

RANGER

2.2

5

619,000,000

16

FORD

RANGER IFBX9D6

2.2

5

619,000,000

17

FORD

RANGER IFBX9D60004

2.2

5

619,000,000

18

FORD

RANGER IXBX9D6

2.2

5

619,000,000

19

FORD

RANGER IXBX9D60001

2.2

5

619,000,000

20

FORD

RANGER WILDTRAK IFBW9AR0001

2.2

5

830,000,000

21

FORD

RANGER WILDTRAK IFBW9B4

3.2

5

918,000,000

22

FORD

RANGER WILDTRAK IFBW9B40003

3.2

5

918,000,000

23

FORD

RANGER WILDTRAK IXBW94R

2.2

5

830,000,000

24

FORD

RANGER WILDTRAK IXBW94R0001

2.2

5

830,000,000

25

FORD

RANGER WILDTRAK IXBW9G4

3.2

5

918,000,000

26

FORD

RANGER WILDTRAK IXBW9G40001

3.2

5

918,000,000

27

FORD

RANGER WILDTRAK, IFBW9AR

2.2

5

830,000,000

28

FORD

RANGER XLS IFBS9AR

2.2

5

685,000,000

29

FORD

RANGER XLS IFBS9AR0001

2.2

5

685,000,000

30

FORD

RANGER XLS IFBS9AR0002

2.2

5

685,000,000

31

FORD

RANGER XLS IFBS9AR0003

2.2

5

685,000,000

32

FORD

RANGER XLS IFBS9DH

2.2

5

659,000,000

33

FORD

RANGER XLS IFBS9DH0001

2.2

5

659,000,000

34

FORD

RANGER XLS IXBS94R

2.2

5

685,000,000

35

FORD

RANGER XLS IXBS94R0001

2.2

5

685,000,000

36

FORD

RANGER XLS IXBS9DH

2.2

5

659,000,000

37

FORD

RANGER XLS IXBS9DH0001

2.2

5

659,000,000

38

FORD

RANGER XLT IFBT9A6

2.2

5

790,000,000

39

FORD

RANGER XLT IFBT9A60001

2.2

5

790,000,000

40

FORD

RANGER XLT IXBT946

2.2

5

790,000,000

41

FORD

RANGER XLT IXBT9460001

2.2

5

790,000,000

42

GENESIS

G90

3.8

5

3,300,000,000

43

GENESIS

G91

5.0

5

3,950,000,000

44

HONDA

ACCORD 2.4S AT

2.4

5

1,390,000,000

45

HONDA

CIVIC 15TOP

1.5

5

950,000,000

46

HYUNDAI

ACCENT BLUE (số sàn)

1.4

5

519,800,000

47

HYUNDAI

CRETA (máy xăng)

1.6

5

767,000,000

48

HYUNDAI

GENESIS

3.3

5

2,450,000,000

49

HYUNDAI

GRAND 110 (số sàn)

1.0

5

340,000,000

50

HYUNDAI

GRAND 110 (số sàn)

1.2

5

367,000,000

51

ISUZU

MU-X

3.0

7

960,300,000

52

ISUZU

D-MAX LS 4X2 MT-C

2.5

5

660.000.000

53

ISUZU

D-MAX LS 4X2 MT-T

2.5

5

660.000.000

54

ISUZU

D-MAX LS 4X4 MT-C

2.5

5

710.000.000

55

ISUZU

D-MAX LS 4X4 MT-T

2.5

5

710.000.000

56

ISUZU

D-MAX LS 4X2 AT-C

2.5

5

700.000.000

57

ISUZU

D-MAX LS 4X2 AT-T

2.5

5

700.000.000

58

ISUZU

D-MAX LS 4X4 AT-C

2.5

5

750.000.000

59

ISUZU

D-MAX LS 4X4 AT-T

2.5

5

750.000.000

60

ISUZU

D-MAX LS-C

3.0

5

790.000.000

61

ISUZU

D-MAX LS-T

3.0

5

790.000.000

62

ISUZU

D-MAX LS 4X2 AT-C1

2.5

5

730.000.000

63

ISUZU

D-MAX LS 4X2 AT-T1

2.5

5

730.000.000

64

ISUZU

D-MAX LS 4X4 AT-C1

2.5

5

780.000.000

65

ISUZU

D-MAX LS 4X4 AT-T1

2.5

5

780.000.000

66

LEXUS

GS200t ARL10L-BEZQT

2.0

5

3,130,000,000

67

LEXUS

RX350 AWD GGL25L-AWZGB

3.5

5

3,910,000,000

68

MERCEDES - BENZ

A250

2.0

5

1,699,000,000

69

MERCEDES - BENZ

C300 COUPE

2.0

4

2,699,000,000

70
